userid,x,y
1274253,120,-44
1274254,-45,31
1274256,-65,-89
1274255,-90,46
1274257,60,16
1274259,-135,-194
1274261,-75,91
1274258,30,-15
1274262,-90,106
1274263,-165,-104
1274260,-120,-74
1274264,45,61
1274265,-240,106
1274266,-169,114
1274267,90,-44
1274269,-270,181
1274270,-75,-104
1274268,-45,46
1274271,-60,-89
1274272,-30,61
1274273,135,136
1274274,0,1
1274276,-135,-89
1274275,-120,16
1274277,-30,-59
1274280,15,-44
1274279,0,-164
1274281,60,31
1274278,16,-14
1274282,-195,-44
1274283,0,91
1274284,-169,31
1274286,45,-14
1274285,-105,61
1274288,-75,-89
1274287,-75,46
1274291,-15,-104
1274289,-90,136
1274292,75,-164
1274290,300,-239
1274293,60,-104
1274295,-90,-119
1274294,-30,1
1274297,30,166
1274296,-60,121
1274299,30,16
1274298,-105,-194
1274301,300,151
1274304,-30,166
1274303,45,166
1274300,-120,121
1274305,60,-164
1274302,-84,-98
1274306,-150,106
1274307,-195,91
1274308,-120,76
1274309,-75,46
1274310,15,-44
1274312,-45,16
1274311,-75,76
1274313,-132,52
1274314,135,-239
1274316,-105,121
1274315,255,-194
1274317,-30,31
1274318,-195,196
1274319,-105,181
1274320,15,-179
1274322,133,271
1274321,60,-59
1274323,90,1
1274324,-60,-149
1274325,30,136
1274328,15,-179
1274327,105,-74
1274330,-120,31
1274329,-165,16
1274326,180,-104
1274332,105,-82
1274331,-30,31
1274333,105,-119
1274334,-75,226
1274336,15,76
1274335,-30,61
1274337,-135,-119
1274340,-201,91
1274339,15,91
1274341,0,1
1274338,-150,76
1274342,-225,91
1274344,-60,91
1274343,-90,170
1274346,-165,-59
1274345,-150,256
1274348,-15,-104
1274347,0,46
1274351,-225,-89
1274353,300,-29
1274350,-15,-149
1274349,-15,1
1274352,90,271
1274355,-30,-44
1274354,0,-179
1274357,-15,181
1274356,-45,1
1274358,105,-89
1274359,120,1
1274361,-75,-59
1274362,300,-299
1274360,-45,-59
1274363,-285,166
1274365,-117,133
1274364,195,121
1274367,150,16
1274366,-45,-15
1274369,-75,136
1274368,-225,91
1274371,0,1
1274370,-15,16
1274374,-30,-59
1274372,15,-74
1274375,60,-134
1274373,90,-29
1274376,45,91
1274377,-60,16
1274378,60,76
1274379,-45,-29
1274380,-30,-149
1274381,30,61
1274383,60,16
1274382,-60,151
1274385,120,-14
1274384,-105,106
1274386,300,-239
1274387,15,61
1274388,90,-164
1274389,-240,91
1274391,225,-104
1274390,-45,241
1274392,-60,-74
1274393,83,-89
1274395,-15,-74
1274394,15,226
1274396,-255,46
1274399,135,-89
1274398,0,76
1274401,60,31
1274400,-75,226
1274403,15,106
1274397,0,61
1274402,-135,-74
1274405,0,-44
1274407,45,46
1274406,225,-149
1274404,0,-84
1274409,-60,-119
1274408,-165,91
1274411,-270,76
1274413,60,-14
1274412,-30,-89
1274414,-45,46
1274410,-45,-104
1274415,15,121
1274417,-105,16
1274416,-165,61
1274419,-60,-74
1274418,-120,181
1274420,-134,-59
1274421,-150,121
1274424,-105,-74
1274425,0,166
1274423,285,-59
1274426,-30,196
1274422,-45,-44
1274428,-90,-89
1274427,-15,-74
1274430,-60,61
1274429,195,-149
1274431,-60,-134
1274432,-100,-209
1274433,105,-179
1274436,-30,136
1274435,195,76
1274438,60,-179
1274437,15,-104
1274434,105,-29
1274439,-195,136
1274441,-15,46
1274444,-14,121
1274440,-30,68
1274443,83,91
1274442,-105,-59
1274445,165,106
1274448,-30,46
1274446,105,-44
1274447,-105,46
1274449,-30,-149
1274454,-150,136
1274453,-60,-149
1274452,-30,46
1274450,225,-239
1274451,60,35
1274456,225,-134
1274458,-75,-44
1274455,0,1
1274457,150,-74
1274459,45,151
1274460,150,-282
1274463,-135,16
1274464,150,-44
1274461,0,-194
1274462,-270,256
1274466,-120,166
1274465,-60,-14
1274467,90,-14
1274469,0,-119
1274468,-120,1
1274470,45,-224
1274473,-45,16
1274472,0,-104
1274475,-225,106
1274476,-15,-29
1274474,75,-29
1274477,-255,121
1274478,-30,166
1274479,-165,61
1274481,-120,46
1274471,60,31
1274482,-210,-104
1274480,15,1
1274485,-120,-164
1274483,120,76
1274484,0,-104
1274486,18,46
1274487,150,1
1274489,60,-149
1274491,135,-44
1274490,0,1
1274492,135,-29
1274488,-45,151
1274495,150,-98
1274494,-90,-59
1274493,-210,-15
1274496,-150,106
1274497,15,-14
1274499,-90,-74
1274501,-165,-29
1274498,-285,76
1274503,15,-44
1274502,-150,-74
1274504,-210,46
1274505,-105,68
1274500,-150,-209
1274506,30,-119
1274507,-15,-89
1274510,-165,91
1274509,-165,-14
1274508,-15,-194
1274511,-45,46
1274512,30,121
1274516,-165,196
1274513,75,-209
1274515,-75,-194
1274514,45,-44
1274517,-165,-29
1274519,-150,166
1274518,200,-29
1274521,-120,121
1274520,-150,151
1274522,-180,136
1274523,60,-59
1274525,-120,136
1274526,-167,-14
1274524,0,-44
1274528,75,-134
1274529,15,16
1274527,-30,-104
1274530,-30,-119
1274531,150,-15
1274532,-75,-29
1274533,-150,91
1274535,30,31
1274534,180,-104
1274536,0,-104
1274538,-60,-164
1274537,-165,-74
1274539,-210,166
1274540,-165,-74
1274542,45,31
1274541,-150,-65
1274544,195,46
1274545,99,31
1274546,0,1
1274547,45,136
1274548,30,-89
1274543,45,-74
1274549,-45,16
1274550,-180,-59
1274551,-180,181
1274552,-90,-194
1274554,120,-74
1274553,-165,91
1274555,45,-14
1274559,-135,-59
1274557,-180,151
1274560,-120,16
1274558,-120,76
1274561,-75,16
1274556,60,1
1274562,-240,91
1274563,-120,136
1274564,0,-164
1274566,135,-104
1274565,105,-104
1274568,135,-44
1274567,-15,-119
1274571,225,46
1274572,-195,46
1274570,-60,-119
1274574,105,-254
1274569,30,271
1274573,-117,-29
1274575,45,-14
1274576,60,46
1274577,-60,16
1274578,-15,31
1274580,-150,-134
1274579,-30,121
1274582,-165,166
1274581,-210,151
1274583,166,-134
1274584,-30,-29
1274586,-67,1
1274585,300,-119
1274587,-45,166
1274588,90,-74
1274589,0,-89
1274590,-150,121
1274591,-210,16
1274592,-30,91
1274593,-120,61
1274595,-15,151
1274594,165,-74
1274596,210,-119
1274599,-195,-194
1274597,-15,-29
1274598,105,-14
1274601,-75,-89
1274600,-100,121
1274602,-45,-14
1274603,-165,46
1274604,90,-149
1274605,-120,-134
1274606,15,-59
1274608,-135,76
1274607,-14,121
1274610,-150,106
1274609,225,1
1274612,15,-134
1274613,-30,-29
1274611,-120,46
1274614,-180,136
1274615,-45,-29
1274616,-30,91
1274618,-45,52
1274617,285,46
1274619,-195,166
1274620,16,-134
1274622,-60,46
1274624,300,-239
1274623,-165,121
1274621,60,-104
1274625,-225,1
1274626,-210,31
1274628,-45,16
1274627,-30,31
1274630,-75,-104
1274629,105,1
1274631,-180,-29
1274632,-120,76
1274634,-45,-149
1274633,-195,46
1274635,-210,31
1274636,-105,46
1274638,-105,-29
1274639,105,61
1274637,150,16
1274640,-165,211
1274641,183,-29
1274642,-15,-119
1274645,-210,211
1274643,-45,61
1274646,15,-149
1274647,60,-104
1274644,-60,106
1274650,135,-29
1274649,60,-119
1274648,-30,-44
1274652,60,61
1274651,240,-299
1274654,-60,-29
1274653,-15,-104
1274656,83,31
1274657,-30,-182
1274655,45,226
1274659,-225,16
1274658,-30,151
1274660,-45,-74
1274662,225,16
1274661,30,-44
1274663,-105,91
1274664,-75,-29
1274665,-165,121
1274666,270,-29
1274669,-45,151
1274667,195,-224
1274668,-75,121
1274671,150,-164
1274670,-120,-119
1274672,-210,61
1274675,-120,46
1274673,-45,76
1274674,225,-14
1274677,15,166
1274676,-90,61
1274678,120,31
1274679,-180,1
1274680,120,-89
1274681,-225,16
1274683,-210,76
1274684,-15,196
1274682,75,61
1274685,-45,-149
1274686,-75,-15
1274687,-30,-89
1274688,-90,91
1274689,-165,106
1274690,-105,1
1274691,-90,181
1274692,15,-59
1274694,15,-44
1274693,-225,226
1274695,-225,151
1274696,-60,-149
1274697,-150,211
1274698,-117,61
1274699,-90,-59
1274700,-180,151
1274701,90,-134
1274702,15,-132
1274703,135,46
1274704,-180,106
1274705,-105,166
1274706,120,-134
1274709,-120,-164
1274708,180,-299
1274710,-15,-199
1274707,-75,-44
1274711,45,91
1274712,-165,-14
1274713,0,91
1274714,-90,-29
1274715,-100,85
1274716,30,151
1274717,150,-119
1274720,180,-209
1274721,45,-29
1274722,-195,136
1274724,60,-104
1274723,-75,31
1274725,-180,-149
1274726,90,-44
1274719,30,-74
1274728,-180,61
1274727,195,-44
1274718,180,-209
1274730,-135,-74
1274729,240,-89
1274732,150,-59
1274731,-150,1
1274734,30,136
1274735,-165,61
1274733,0,76
1274737,-75,121
1274738,-195,-74
1274736,0,-59
1274739,-60,61
1274740,75,16
1274742,240,-284
1274741,-210,136
1274744,66,-29
1274743,-15,-29
1274745,-60,121
1274746,195,-149
1274748,-225,-89
1274747,240,181
1274750,90,-59
1274749,-135,-89
1274751,-180,46
1274752,45,46
1274753,-105,-149
1274755,-150,181
1274757,-195,31
1274754,-165,-29
1274756,-240,196
1274759,30,-104
1274758,0,-44
1274761,-105,-104
1274760,-90,-239
1274763,15,-134
1274765,-150,-119
1274762,75,-119
1274764,270,31
1274767,-15,-89
1274766,-67,31
1274768,-75,76
1274770,-90,121
1274769,-90,-44
1274772,-30,-74
1274771,-60,-14
1274774,60,-32
1274773,270,151
1274775,-30,-29
1274776,-150,61
1274777,210,-59
1274778,-30,16
1274780,-165,1
1274779,-75,-44
1274781,-195,166
1274782,-30,121
1274783,180,-74
1274786,60,-194
1274785,-120,-119
1274784,-120,-14
1274787,-75,166
1274788,-15,-134
1274789,-120,61
1274790,-60,-44
1274791,270,151
1274792,-150,31
1274793,30,-44
1274796,-30,-44
1274794,-84,-44
1274795,0,1
1274798,-75,61
1274797,15,-74
1274799,0,31
1274800,0,-149
1274801,75,-74
1274802,105,1
1274804,-90,-14
1274805,-90,114
1274803,-45,61
1274806,-225,151
1274807,135,-14
1274808,60,-14
1274809,-75,-149
1274811,-105,-14
1274812,-150,46
1274810,60,211
1274814,-120,-149
1274813,-105,-14
1274815,-45,46
1274816,105,-14
1274818,150,-179
1274817,90,-104
1274819,-15,-134
1274820,-30,46
1274821,180,-14
1274822,90,-14
1274823,-225,121
1274824,-45,91
1274825,105,-104
1274826,-90,31
1274827,-15,76
1274828,-165,-74
1274829,-180,31
1274830,45,-59
1274832,-150,-44
1274831,165,-59
1274833,-180,31
1274834,-210,91
1274835,-225,-104
1274836,-165,-29
1274837,240,241
1274838,165,68
1274839,-165,1
1274840,-75,121
1274841,-150,121
1274842,30,-59
1274843,-15,-29
1274844,-120,16
1274845,99,16
1274846,-113,-14
1274848,-225,61
1274849,135,-104
1274847,-120,91
1274850,75,16
1274851,15,-149
1274852,-120,31
1274853,-94,16
1274856,-90,-149
1274854,-90,1
1274855,60,46
1274858,15,151
1274859,-150,16
1274857,-195,166
1274860,45,-89
1274861,-45,31
1274862,-75,121
1274864,-195,-104
1274863,60,91
1274865,-120,-104
1274866,-60,181
1274867,0,1
1274868,-60,-134
1274869,-180,-29
1274870,-30,31
1274871,-285,46
1274872,-75,-74
1274873,-60,61
1274874,0,1
1274875,-60,-14
1274877,150,61
1274878,-15,1
1274876,-60,46
1274879,-45,-104
1274880,0,1
1274882,-150,121
1274881,-135,136
1274884,-210,196
1274883,60,-104
1274885,45,-119
1274887,-135,106
1274886,0,151
1274889,-135,121
1274888,180,31
1274891,-84,76
1274890,-14,121
1274892,75,91
1274893,-30,-59
1274895,-150,-44
1274894,105,-14
1274897,195,76
1274896,240,-74
1274898,30,-194
1274899,105,-29
1274900,-135,-89
1274901,255,-134
1274903,-120,136
1274902,-135,91
1274906,-150,61
1274904,-90,-44
1274905,-135,46
1274907,-180,76
1274910,225,-59
1274908,-165,91
1274909,-240,-44
1274912,-150,-89
1274914,-15,31
1274911,90,16
1274913,-60,91
1274915,-60,16
1274916,-45,-74
1274918,-240,31
1274917,-165,46
1274919,-135,76
1274920,-90,136
1274922,-30,31
1274921,-90,-224
1274923,-105,-89
1274924,-75,31
1274925,-150,91
1274927,120,-134
1274926,-84,181
1274929,195,166
1274928,-165,16
1274930,-135,46
1274932,-120,-14
1274931,-285,-29
1274933,-180,16
1274934,-105,-179
1274936,-15,-104
1274935,30,211
1274937,-184,46
1274938,-45,-29
1274939,-120,121
1274940,-60,61
1274941,75,16
1274942,-90,-89
1274943,0,31
1274944,105,-119
1274945,0,-209
1274946,-165,121
1274947,-240,76
1274948,-180,151
1274949,-75,-44
1274951,45,91
1274950,0,-89
1274953,60,61
1274955,37,-179
1274952,50,16
1274957,300,196
1274954,-105,76
1274956,-165,-49
1274959,-210,106
1274958,-120,31
1274961,90,1
1274960,150,1
1274963,120,211
1274962,-105,1
1274965,-60,-164
1274966,-75,31
1274964,-90,-134
1274968,75,76
1274967,-75,-29
1274969,-45,-149
1274970,-240,181
1274971,-180,121
1274973,-90,-59
1274972,-135,46
1274974,30,-194
1274975,-75,76
1274976,-90,-89
1274978,-120,31
1274977,60,211
1274979,30,91
1274980,60,91
1274981,45,121
1274982,60,31
1274983,165,16
1274985,-135,-59
1274986,195,31
1274984,-30,-59
1274988,-165,16
1274987,210,-239
1274989,-210,-44
1274991,-165,91
1274993,120,106
1274992,-60,91
1274990,-180,16
1274995,-150,46
1274994,60,-115
1274997,-45,-89
1274996,-30,181
1274998,-150,181
1274999,-75,-89
1253376,-90,136
1253378,0,-269
1253382,45,1
1253377,15,1
1253380,30,196
1253383,30,-14
1253379,0,-164
1253384,-105,121
1253381,90,-44
1253386,-135,76
1253387,0,16
1253389,210,-179
1253390,75,35
1253388,-135,46
1253385,-180,121
1253392,-195,-182
1253393,-15,76
1253394,-45,-179
1253391,-105,-59
1253395,30,151
1253396,-75,61
1253400,-60,166
1253399,-60,46
1253401,-15,-119
1253397,-15,46
1253398,-60,-29
1253403,90,-44
1253404,-135,-29
1253405,-75,106
1253406,30,31
1253402,60,-59
1253407,15,-149
1253410,-15,181
1253411,-126,35
1253412,-105,241
1253408,105,-269
1253413,30,-74
1253409,-120,-179
1253415,-134,1
1253416,-75,-59
1253417,-90,-104
1253418,-165,106
1253414,-75,-89
1253420,0,-74
1253422,-165,121
1253423,300,-299
1253424,-195,166
1253419,-15,-74
1253421,105,-119
1253425,-75,-164
1253427,-17,-98
1253428,105,1
1253429,-150,121
1253426,90,-104
1253430,0,-149
1253433,45,-134
1253431,-210,106
1253434,135,-74
1253435,-15,-44
1253432,-180,91
1253436,90,136
1253438,-30,61
1253439,-180,16
1253437,-30,166
1253441,0,121
1253442,-180,196
1253440,-67,101
1253444,75,-179
1253445,0,-29
1253443,-45,-194
1253446,-60,1
1253448,30,31
1253449,-60,91
1253447,-15,46
1253451,90,-44
1253452,-60,-74
1253450,120,-164
1253455,240,136
1253456,15,-134
1253453,-165,61
1253454,-30,-134
1253458,-60,46
1253459,45,-89
1253461,-105,-89
1253457,15,226
1253462,15,-149
1253460,-30,-164
1253465,-105,91
1253463,60,181
1253466,105,1
1253467,-15,91
1253464,0,1
1253469,-75,-29
1253471,-75,-14
1253473,-60,46
1253468,-120,-59
1253470,-34,136
1253474,-270,136
1253476,-150,-29
1253477,120,-119
1253472,195,-74
1253475,30,-74
1253478,-120,-224
1253481,195,-59
1253482,-45,181
1253483,-135,-59
1253480,60,-209
1253479,75,91
1253486,-255,16
1253487,60,-14
1253485,-90,-149
1253488,60,-164
1253489,-30,31
1253484,-120,91
1253492,-135,-74
1253493,-45,-104
1253490,-75,-119
1253491,-120,-119
1253495,0,-284
1253496,-135,46
1253494,45,1
1253498,-100,-149
1253497,0,-284
1253499,-60,61
1253502,0,-44
1253503,-30,-59
1253500,-135,136
1253501,90,151
1253505,-90,-59
1253504,-105,-44
1253507,90,-74
1253508,-120,-59
1253506,-75,-44
1253509,45,-59
1253512,-30,-164
1253511,30,-179
1253514,30,-89
1253515,210,-149
1253513,-60,-14
1253517,-45,91
1253518,75,61
1253516,-150,136
1253520,-75,31
1253519,-120,121
1253521,-45,16
1253522,-45,16
1253510,-45,106
1253523,16,-149
1253524,0,-134
1253526,0,-134
1253525,0,-104
1253528,105,-164
1253527,-90,1
1253529,-195,211
1253531,0,76
1253530,30,-65
1253532,15,106
1253533,240,-299
1253535,105,-104
1253534,-120,-104
1253536,-60,106
1253537,-15,-165
1253538,15,-149
1253540,45,121
1253541,99,-149
1253539,0,-89
1253542,-150,-59
1253543,135,76
1253544,-60,61
1253546,150,-119
1253547,-45,-164
1253548,60,61
1253550,90,-89
1253549,45,271
1253545,120,-74
1253551,75,135
1253553,-90,106
1253552,-15,196
1253554,-60,1
1253555,45,-14
1253556,-45,-59
1253557,-30,-104
1253559,-240,-299
1253560,-135,1
1253558,120,-29
1253562,240,-14
1253564,-165,31
1253563,-60,-149
1253561,105,1
1253565,-150,-89
1253567,-150,-29
1253569,285,61
1253570,15,-182
1253566,-225,-89
1253571,-90,-179
1253568,105,-134
1253573,240,-119
1253574,-180,91
1253572,90,-104
1253575,-30,181
1253576,-30,61
1253578,-75,-194
1253580,-105,61
1253579,-180,31
1253577,-90,-89
1253581,30,1
1253582,60,-89
1253583,105,-59
1253584,-60,-89
1253585,15,-14
1253586,-75,76
1253587,-105,1
1253589,-45,-149
1253588,-150,46
1253591,-45,-149
1253592,60,-134
1253590,-15,-149
1253593,30,1
1253596,-165,151
1253595,-60,211
1253594,-150,166
1253598,-167,-74
1253599,-195,136
1253597,210,-89
1253601,60,226
1253600,-60,-44
1253602,120,-14
1253603,165,46
1253605,165,1
1253606,-90,35
1253608,45,-149
1253610,90,-119
1253609,-30,-194
1253612,-60,46
1253607,240,46
1253611,30,-115
1253614,-15,1
1253613,-30,121
1253615,-150,31
1253616,120,-104
1253617,120,-134
1253620,-45,121
1253604,60,-29
1253619,-45,31
1253621,-30,-104
1253622,-180,106
1253624,-15,-179
1253623,-120,-254
1253625,-100,1
1253618,-135,46
1253628,-45,16
1253627,225,-44
1253629,15,16
1253630,0,61
1253631,-150,-149
1253632,75,196
1253634,-255,106
1253636,-120,16
1253635,225,76
1253626,300,1
1253638,-90,-59
1253637,-240,76
1253639,-167,-49
1253640,195,-14
1253633,15,-164
1253641,-150,61
1253642,-30,-44
1253644,-60,-59
1253646,-100,16
1253645,-105,151
1253647,-300,-29
1253643,-30,-104
1253649,-165,61
1253651,60,61
1253650,-120,-119
1253652,75,-44
1253654,85,-134
1253648,-150,76
1253653,165,-209
1253656,0,46
1253658,-90,106
1253657,-90,-74
1253659,75,226
1253655,-135,-44
1253660,0,61
1253662,-210,181
1253664,-45,-89
1253663,-90,76
1253661,-150,-119
1253666,-195,121
1253665,-240,226
1253668,-150,-134
1253669,-165,-164
1253670,-75,-44
1253671,-120,16
1253667,-225,-149
1253673,-60,16
1253675,-100,-14
1253676,-30,31
1253674,90,-179
1253672,-210,-89
1253677,-135,-89
1253678,0,-104
1253680,-15,-89
1253681,15,-59
1253682,0,-59
1253679,-60,31
1253683,-120,31
1253685,0,121
1253687,-60,46
1253686,120,-134
1253688,-167,166
1253684,-135,-89
1253689,-90,-14
1253691,-60,-59
1253693,105,61
1253690,-90,61
1253695,-105,31
1253694,120,-269
1253692,-75,16
1253697,-135,-74
1253699,30,-29
1253698,-90,76
1253701,30,16
1253700,-105,-29
1253696,0,-14
1253702,30,-44
1253704,-30,151
1253705,-15,106
1253707,75,-134
1253703,120,1
1253706,0,-104
1253710,-180,106
1253708,0,-89
1253711,30,166
1253712,-105,46
1253713,-120,-239
1253709,-150,76
1253714,-30,91
1253716,-210,31
1253715,-75,46
1253719,15,-44
1253717,-225,121
1253718,-45,-149
1253720,-15,181
1253723,-240,-74
1253722,60,-29
1253721,-60,-149
1253725,-120,-14
1253724,45,-89
1253727,15,46
1253728,-45,-82
1253726,45,-149
1253729,15,46
1253730,135,-74
1253732,-120,-32
1253731,-135,-14
1253733,-135,-44
1253734,-30,1
1253735,-90,106
1253738,-100,121
1253737,60,31
1253736,-34,-232
1253739,-60,106
1253741,30,-74
1253740,60,-74
1253742,105,-14
1253743,-30,46
1253744,-75,76
1253745,-60,-59
1253748,-225,76
1253746,-60,16
1253747,-90,16
1253750,-180,121
1253751,-120,-132
1253753,-45,-74
1253752,-105,181
1253754,-120,226
1253755,-105,-104
1253757,-90,-89
1253756,-135,121
1253758,45,-14
1253759,-165,1
1253760,-45,-44
1253761,-180,136
1253749,-135,211
1253763,90,-44
1253762,-60,-119
1253764,-105,76
1253765,90,-59
1253766,-90,-74
1253767,-45,-119
1253770,-60,-170
1253771,105,31
1253772,-180,-74
1253774,-195,91
1253773,105,-89
1253776,105,-224
1253768,-150,31
1253769,15,166
1253779,165,1
1253777,-210,241
1253778,-120,-44
1253780,285,76
1253781,-30,-89
1253775,-150,166
1253784,75,-194
1253786,-135,-74
1253785,-165,-14
1253787,-105,-14
1253782,-105,1
1253788,90,-149
1253783,-105,-74
1253790,45,-44
1253791,-60,151
1253792,-180,31
1253793,-150,136
1253789,-30,76
1253795,-195,121
1253794,-15,106
1253797,-75,-164
1253796,-60,16
1253798,-45,-134
1253800,-255,121
1253799,-165,136
1253802,-210,151
1253801,75,-44
1253804,30,16
1253803,30,151
1253806,-225,-149
1253805,-60,1
1253807,-150,46
1253808,0,-29
1253809,-165,121
1253810,60,76
1253811,75,-65
1253812,75,106
1253813,-184,-89
1253815,45,-269
1253814,150,1
1253817,-60,151
1253816,-180,-14
1253819,-105,1
1253818,-150,16
1253821,-75,31
1253820,150,-59
1253822,-195,196
1253824,-60,-89
1253823,75,-209
1253825,60,-164
1253826,-135,1
1253827,-150,16
1253828,-15,-44
1253829,-60,16
1253830,120,-119
1253831,-45,106
1253833,-45,-119
1253832,150,31
1251226,-135,46
1234587,15,-209
1251227,-60,-44
1251225,-180,-29
1251228,75,181
1251229,225,1
1251232,-15,-104
1251230,210,-104
1251231,-180,91
1251234,-165,76
1251235,-150,61
1251236,-45,61
1251237,-120,106
1251238,15,46
1251239,60,-59
1251241,-270,226
1251240,-30,1
1251233,-60,76
1251243,-90,241
1251242,-210,166
1251244,150,-14
1251245,-75,16
1251247,-30,76
1251246,-30,-14
1251248,165,-44
1251250,-150,151
1251251,165,1
1251253,-120,46
1251252,150,-74
1251254,15,61
1251255,-120,76
1251249,60,-239
1251256,-267,202
1251257,-15,106
1251258,-60,91
1251259,105,-74
1251260,-45,31
1251261,-195,-29
1251262,165,16
1251265,-15,-89
1251264,-30,-149
1251266,105,181
1251263,-105,91
1251267,0,-104
1251268,-105,181
1251269,-120,31
1251271,-15,-44
1251272,-135,-44
1251273,30,136
1251270,-30,76
1251276,-90,61
1251277,-225,166
1251275,45,16
1251279,-30,-59
1251278,15,-44
1251280,105,106
1251282,-180,106
1251281,-105,31
1251283,-240,46
1251274,-150,-59
1251285,-120,16
1251287,-45,-119
1251286,-75,-14
1251284,-90,-134
1251288,105,-74
1251290,120,1
1251289,150,-104
1251292,105,136
1251293,-45,151
1251294,-75,136
1251296,-75,-149
1251295,-45,-209
1251291,-135,-89
1251297,-30,151
1251298,-105,135
1251300,-90,-29
1251299,-105,31
1251302,-75,61
1251301,-15,-132
1251305,-270,121
1251303,-15,-44
1251306,-165,91
1251307,-210,241
1251308,-165,-74
1251310,240,121
1251309,45,-29
1251304,75,16
1251311,45,-14
1251314,60,76
1251312,-135,1
1251313,-165,-14
1251315,-105,46
1251316,-30,-164
1251317,-15,-119
1251320,-60,-134
1251319,-120,106
1251322,15,76
1251321,45,61
1251318,30,-149
1251323,45,-194
1251324,-150,-29
1251326,300,-44
1251325,-45,1
1251327,-120,68
1251328,-90,211
1251331,0,1
1251329,-210,151
1251332,-180,181
1251333,-180,136
1251334,15,46
1251330,-225,121
1251335,-180,151
1251336,225,-29
1251337,-75,61
1251339,-195,151
1251340,0,-74
1251338,75,-44
1251341,45,76
1251343,-60,-74
1251344,-45,-89
1251342,15,-119
1251346,-195,91
1251347,-150,106
1251348,-180,151
1251349,195,-224
1251350,45,-44
1251351,-45,1
1251353,15,16
1251345,-30,-104
1251354,-195,91
1251352,-236,280
1251356,-105,-14
1251355,30,46
1251357,60,-44
1251358,30,-89
1251359,-150,121
1251361,-45,136
1251363,-150,61
1251362,99,-59
1251360,-75,1
1251365,15,-89
1251364,-60,76
1251369,-120,121
1251367,0,-29
1251366,-75,76
1251368,15,16
1251372,-60,76
1251371,-15,-14
1251373,-90,-14
1251374,0,-59
1251375,-100,-44
1251377,-150,-14
1251376,15,1
1251378,-210,91
1251370,-105,31
1251381,-180,18
1251380,-240,76
1251379,-195,91
1251383,-105,31
1251382,75,-44
1251385,150,46
1251384,135,-29
1251387,-105,-74
1251388,165,-119
1251389,-60,76
1251391,240,121
1251390,-120,181
1251393,-60,-44
1251392,-30,-134
1251395,-15,31
1251394,165,-119
1251386,180,-14
1251396,-90,-284
1251397,-75,151
1251398,90,211
1251399,-180,-149
1251400,30,-44
1251401,-45,16
1251402,-120,121
1251404,-135,31
1251405,75,1
1251407,-45,1
1251406,-167,226
1251408,-120,-89
1251403,300,-29
1251409,-135,-44
1251410,-135,16
1251411,45,-209
1251413,60,91
1251412,-180,1
1251414,45,91
1251415,-255,151
1251417,-225,106
1251416,30,-44
1251418,-100,136
1251420,16,-59
1251419,60,76
1251421,-45,-59
1251422,-105,-194
1251423,-75,-89
1251424,-135,46
1251425,45,31
1251426,-60,1
1251427,-75,-194
1251430,180,-74
1251428,-150,211
1251431,105,-89
1251429,-105,46
1251432,-45,16
1251433,300,-299
1251434,-30,136
1251436,-45,-149
1251435,0,196
1251438,-150,16
1251437,-15,-29
1251441,-240,46
1251440,-60,-92
1251442,75,-164
1251439,-90,196
1251443,-60,-14
1251444,180,-254
1251445,-180,-44
1251447,-75,76
1251446,-75,16
1251448,-225,85
1251449,-90,16
1251451,-45,-194
1251450,-30,106
1251452,105,16
1251453,-240,-59
1251454,75,-179
1251455,-90,61
1251457,-15,91
1251456,-150,-89
1251458,105,-119
1251460,15,76
1251461,-255,121
1251459,30,-104
1251463,-15,-44
1251462,-75,106
1251464,-75,31
1251467,30,-14
1251465,-90,76
1251466,-60,91
1251468,-165,196
1251470,30,-59
1251469,120,-74
1251473,-45,151
1251472,-105,-14
1251471,60,-74
1251475,30,211
1251476,-75,1
1251474,0,1
1251477,-150,166
1251479,-60,61
1251478,-225,-194
1251480,-120,-89
1251482,-284,168
1251483,-15,-14
1251481,-255,91
1251485,-60,-104
1251484,-135,76
1251486,-195,151
1251489,-120,166
1251487,-150,91
1251488,105,-29
1251490,30,-29
1251492,60,46
1251491,-225,76
1251495,-120,106
1251494,-165,1
1251493,-105,136
1251496,45,-59
1251497,-45,31
1251498,-30,121
1251499,-120,16
1251500,-120,136
1251501,-90,-164
1251502,-90,-59
1251503,-60,106
1251505,-17,-84
1251504,15,16
1251506,-135,-32
1251507,-165,-194
1251509,-60,196
1251508,255,-59
1251511,-195,136
1251512,-90,121
1251510,-105,-194
1251513,-30,-44
1251514,210,31
1251515,-75,-149
1251516,-45,61
1251517,15,-29
1251518,-60,106
1251519,-45,-14
1251521,165,-29
1251520,-180,-29
1251523,-105,121
1251522,150,18
1251524,105,1
1251527,0,91
1251526,0,16
1251528,105,-14
1251530,-120,-59
1251531,0,-164
1251532,-34,-44
1251533,75,-29
1251525,-225,118
1251529,-105,91
1251535,105,-104
1251534,90,-134
1251536,15,-134
1251537,-135,-59
1251538,0,1
1251539,-90,-89
1251542,105,1
1251543,-255,106
1251541,225,121
1251544,90,-74
1251545,-150,151
1251540,45,-134
1251546,255,-119
1251547,-60,-29
1251548,-210,31
1251549,150,61
1251550,-120,121
1251552,-135,196
1251551,-60,166
1251554,-150,-74
1251555,-105,-89
1251553,0,106
1251556,-60,-209
1251557,-225,151
