id,sex,teeth,months
1l5e,male,83 73,15.7
1mds,male,83 73,21.7
1nti,male,83 73,15.9
1o6r,male,83 73,24.8
1p05,male,83 73,18.6
1qjv,male,83 73,18.5
1rl9,male,83 73,18.5
1tha,male,83 73,20.4
1vj8,male,83 73,17.4
1wie,male,83 73,22.5
1ws8,male,83 73,24
1yk2,male,83 73,19.2
22fb,male,83 73,23.4
23tg,male,83 73,21.8
2774,male,83 73,17.7
27j9,male,83 73,13.4
28wt,male,83 73,16.5
2c3m,male,83 73,21.9
2cit,male,83 73,16.1
2dh5,male,83 73,15.8
2e2e,male,83 73,22.8
2g2g,male,83 73,18
2l2p,male,83 73,21.2
2n94,male,83 73,16.6
2qdv,male,83 73,23.7
2qto,male,83 73,12.5
2s3r,male,83 73,15.9
2svk,male,83 73,18.8
2ti2,male,83 73,18.9
2u5n,male,83 73,24.4
2w9l,male,83 73,18.5
2x8q,male,83 73,19.3
2yry,male,83 73,15.4
2zl5,male,83 73,26.2
30ub,male,83 73,18.3
31s4,male,83 73,17.8
3327,male,83 73,17
36zy,male,83 73,23
38d3,male,83 73,15.4
38mg,male,83 73,22.6
3cu3,male,83 73,20.6
3eus,male,83 73,17.4
3fz6,male,83 73,21.2
3gky,male,83 73,17.3
3igj,male,83 73,24
3jgn,male,83 73,25.1
3lu7,male,83 73,11.2
3nnk,male,83 73,21.6
3pyf,male,83 73,13.9
3qvq,male,83 73,16.6
3tm9,male,83 73,24.1
3upb,male,83 73,21.9
3xcw,male,83 73,13.8
3zaa,male,83 73,18.5
408c,male,83 73,17.3
40at,male,83 73,22.1
41wz,male,83 73,21.6
42ut,male,83 73,21.5
4412,male,83 73,12.9
44ev,male,83 73,18.6
45eh,male,83 73,16.8
469z,male,83 73,11.5
48uy,male,83 73,20.5
4a99,male,83 73,20.5
4c8o,male,83 73,25.4
4fjt,male,83 73,17.8
4gp6,male,83 73,23.3
4hl0,male,83 73,18.8
4idu,male,83 73,25.1
4jbb,male,83 73,13.2
4kau,male,83 73,12.2
4kmy,male,83 73,19.5
4lq0,male,83 73,20.2
4m5q,male,83 73,20.9
4muk,male,83 73,19.5
4rn1,male,83 73,20.3
4sn7,male,83 73,12.2
4t31,male,83 73,17
4uxl,male,83 73,20.6
4x5v,male,83 73,18.5
4xsk,male,83 73,24.5
50cn,male,83 73,19.6
51hi,male,83 73,18.4
52s7,male,83 73,12.9
52zu,male,83 73,19.9
54qe,male,83 73,19.6
55in,male,83 73,25.3
57o9,male,83 73,16.3
58dn,male,83 73,21.1
59b2,male,83 73,18.4
5adn,male,83 73,27.4
5aoy,male,83 73,17.3
5c40,male,83 73,19.8
5crp,male,83 73,20.4
5dfj,male,83 73,16.7
5dso,male,83 73,19
5j8k,male,83 73,16.7
5k2v,male,83 73,22.8
5la9,male,83 73,19.2
5lpj,male,83 73,15.2
5q32,male,83 73,20.9
5r6a,male,83 73,24.5
5rnu,male,83 73,17
5swi,male,83 73,20.4
5vsn,male,83 73,15.3
5we1,male,83 73,19.3
5xn4,male,83 73,19.2
5ypy,male,83 73,15.3
61e1,male,83 73,22.9
627y,male,83 73,20.1
63t7,male,83 73,18.6
64qd,male,83 73,22.4
65gz,male,83 73,18.5
66sf,male,83 73,21.8
67qu,male,83 73,16.6
69vk,male,83 73,18.1
6aud,male,83 73,16.7
6cur,male,83 73,10.5
6dn4,male,83 73,21.5
6eqx,male,83 73,21.8
6h5v,male,83 73,21.2
6m31,male,83 73,17.6
6mu7,male,83 73,20.1
6phu,male,83 73,12.9
6szr,male,83 73,16.1
6tq5,male,83 73,18.3
6w2r,male,83 73,14.9
6yf0,male,83 73,24
6z53,male,83 73,18.3
6zrl,male,83 73,19
7106,male,83 73,16.5
728p,male,83 73,22.2
72xv,male,83 73,21.4
74j9,male,83 73,20
756u,male,83 73,24.7
76hs,male,83 73,20.4
787r,male,83 73,21
794q,male,83 73,24.9
7a1g,male,83 73,21.9
7d63,male,83 73,21.6
7e60,male,83 73,19.1
7fmv,male,83 73,24.3
7gjp,male,83 73,13.1
7hf8,male,83 73,22.7
7mb4,male,83 73,22
7ols,male,83 73,21.7
7qrd,male,83 73,20.1
7rmi,male,83 73,22.9
7skl,male,83 73,18.1
7ubc,male,83 73,20.1
7uwg,male,83 73,12.7
7vtc,male,83 73,21.4
7wo7,male,83 73,22.2
7x9g,male,83 73,25.1
7y7t,male,83 73,23.7
7yxs,male,83 73,18.1
80gp,male,83 73,18.4
814b,male,83 73,18
831a,male,83 73,19.8
84ar,male,83 73,19.1
84p6,male,83 73,17.9
8583,male,83 73,19
866l,male,83 73,21.7
88su,male,83 73,22.8
8b99,male,83 73,18.3
8blw,male,83 73,15.7
8cqw,male,83 73,14.3
8ddx,male,83 73,17.2
8fzv,male,83 73,17.8
8gh1,male,83 73,19
8ihx,male,83 73,21.2
8kdh,male,83 73,17.7
8luc,male,83 73,14.5
8mah,male,83 73,16.7
8of5,male,83 73,20.2
8pcu,male,83 73,19.3
8qg4,male,83 73,18.1
8s25,male,83 73,20.3
8spb,male,83 73,19.6
8tmn,male,83 73,19.8
8u77,male,83 73,19.2
8w2k,male,83 73,16.6
8wfs,male,83 73,21.6
8xe5,male,83 73,13.7
8zhe,male,83 73,14
904k,male,83 73,16.9
933g,male,83 73,18.6
94g5,male,83 73,16.9
9bgu,male,83 73,13.9
9cc4,male,83 73,22.4
9cif,male,83 73,16.1
9e8w,male,83 73,17.4
9f6b,male,83 73,18.7
9fpc,male,83 73,24
9h6r,male,83 73,10.5
9i2z,male,83 73,17.9
9iy3,male,83 73,24.6
9ju8,male,83 73,19.5
9kuf,male,83 73,19.9
9l2q,male,83 73,20.2
9lsl,male,83 73,18
9n4c,male,83 73,14.1
9pia,male,83 73,21.4
9qlh,male,83 73,25.8
9s01,male,83 73,19.6
9spy,male,83 73,21.7
9u4n,male,83 73,21.1
9uae,male,83 73,27.4
9vsz,male,83 73,14.6
9x6b,male,83 73,24.8
9yu2,male,83 73,17.2
a0b9,male,83 73,19.3
a576,male,83 73,21.8
a5wl,male,83 73,15.1
a7qo,male,83 73,24.3
a98h,male,83 73,19.6
aamp,male,83 73,14.6
abb1,male,83 73,22.8
ac6a,male,83 73,19.9
afl3,male,83 73,20
agfd,male,83 73,18.5
agz8,male,83 73,26.4
aiq9,male,83 73,13
aix6,male,83 73,19.9
ak8n,male,83 73,17.4
akoe,male,83 73,23.7
albi,male,83 73,15.7
aly2,male,83 73,26
ao8d,male,83 73,23.6
aoxi,male,83 73,19.6
ar2u,male,83 73,20.2
attf,male,83 73,18.6
avgh,male,83 73,17.5
aw6u,male,83 73,24.8
axd0,male,83 73,11.8
aytp,male,83 73,20.3
az47,male,83 73,13.5
b0vv,male,83 73,16.7
b1xe,male,83 73,14.1
b4t9,male,83 73,27.1
b66p,male,83 73,14.1
b7hb,male,83 73,22.3
bb3m,male,83 73,16.5
bbj2,male,83 73,18
bcup,male,83 73,20.9
bgc0,male,83 73,26.2
bh19,male,83 73,18.9
bhvf,male,83 73,16.6
biuj,male,83 73,20
bk12,male,83 73,15
bl7p,male,83 73,22.7
bmzu,male,83 73,22.5
boz7,male,83 73,17.2
bqbg,male,83 73,14.1
brko,male,83 73,20.7
btwb,male,83 73,27.1
buxf,male,83 73,20.1
by8i,male,83 73,19.8
byxr,male,83 73,14.9
bzqy,male,83 73,24.8
c0h5,male,83 73,20.4
c1hj,male,83 73,22.4
c27j,male,83 73,21.6
c7ib,male,83 73,17.2
c8rb,male,83 73,22.7
cbj5,male,83 73,14.3
cbxy,male,83 73,15.6
cckf,male,83 73,18.3
cee8,male,83 73,18.5
cetr,male,83 73,21.5
cho1,male,83 73,19.9
ckiz,male,83 73,26.3
cl2w,male,83 73,22.6
cme9,male,83 73,16.1
co3c,male,83 73,16.1
crbs,male,83 73,17.1
cskg,male,83 73,24.1
cv9o,male,83 73,25.9
cwwz,male,83 73,17.7
d011,male,83 73,17.8
d1ry,male,83 73,19
d2eq,male,83 73,22.3
d36v,male,83 73,22.5
d4mt,male,83 73,16.7
d6cn,male,83 73,19.4
d9ec,male,83 73,19.1
db3x,male,83 73,11.7
dbu4,male,83 73,21.1
dc5a,male,83 73,17.2
ddw9,male,83 73,23.9
dexo,male,83 73,23.4
dgap,male,83 73,15.6
dhcy,male,83 73,23.6
djem,male,83 73,16.9
dlgu,male,83 73,22.1
dnb0,male,83 73,17.1
dnum,male,83 73,17
dop3,male,83 73,18
dqji,male,83 73,14.5
dr54,male,83 73,20.8
dsqa,male,83 73,25.5
dv3s,male,83 73,13.8
dvld,male,83 73,19.1
dw0w,male,83 73,18.5
dxnt,male,83 73,15.7
dz34,male,83 73,21.4
e2n8,male,83 73,23.1
e36l,male,83 73,19.9
e6yo,male,83 73,17.1
e7l2,male,83 73,13.9
eafv,male,83 73,16.6
eatw,male,83 73,19.2
ec0l,male,83 73,18.1
ed7u,male,83 73,19.5
ee5v,male,83 73,23.4
efwi,male,83 73,19.7
ehu2,male,83 73,25.9
eljq,male,83 73,19
emku,male,83 73,18.1
eo60,male,83 73,19.4
eppp,male,83 73,19.1
ervz,male,83 73,17.9
etfh,male,83 73,22.1
ewnt,male,83 73,18.5
exag,male,83 73,16.9
eydc,male,83 73,18
ezds,male,83 73,21.3
f15w,male,83 73,18.8
f28l,male,83 73,19.5
f2q8,male,83 73,21.4
f6cl,male,83 73,17.5
f92s,male,83 73,18.1
f9z3,male,83 73,22.2
fbbj,male,83 73,12.3
fcj2,male,83 73,18.3
fdeb,male,83 73,22.9
fec7,male,83 73,22.3
fezb,male,83 73,14
fh1w,male,83 73,15.6
fjb1,male,83 73,18.6
fjg6,male,83 73,15.6
fktj,male,83 73,18.1
fq0v,male,83 73,21
fr6d,male,83 73,20.9
fs7m,male,83 73,19.9
ftp0,male,83 73,16.6
fuxy,male,83 73,18.3
fwxt,male,83 73,19.7
fxgn,male,83 73,19
fz3x,male,83 73,20.6
g21d,male,83 73,19
g400,male,83 73,17.6
g6o5,male,83 73,14.4
g7sq,male,83 73,26.5
g9sv,male,83 73,21.2
gd44,male,83 73,16.4
gf1a,male,83 73,21.6
gf7h,male,83 73,13.4
ggi1,male,83 73,21.1
gh9n,male,83 73,19.6
gi0s,male,83 73,25.8
gjdd,male,83 73,19.2
gkz7,male,83 73,26.8
gl9v,male,83 73,23.3
gm6t,male,83 73,21.2
gno9,male,83 73,16.7
gona,male,83 73,18.6
gpki,male,83 73,21.7
gpw4,male,83 73,20.9
grtd,male,83 73,23.1
gu1t,male,83 73,18.4
gwrt,male,83 73,20.7
gzo7,male,83 73,17.3
h195,male,83 73,20.4
h1gj,male,83 73,25.5
h37f,male,83 73,17.4
h497,male,83 73,18.9
h83f,male,83 73,16.3
h8wq,male,83 73,21.7
h9g0,male,83 73,25.1
hbgz,male,83 73,23.6
hd46,male,83 73,14.3
herw,male,83 73,21.8
hhj3,male,83 73,18.5
hiiv,male,83 73,22
hm27,male,83 73,16.5
hm9t,male,83 73,17.9
hnq6,male,83 73,23.5
ho1h,male,83 73,19.5
hpvw,male,83 73,22.4
hr3h,male,83 73,21.5
hrt8,male,83 73,23.2
hshy,male,83 73,21.4
htb7,male,83 73,14.7
huje,male,83 73,24.7
hvhw,male,83 73,25
hwtb,male,83 73,22.9
hx8x,male,83 73,20.2
hyi5,male,83 73,18.6
hyn6,male,83 73,24.1
i01l,male,83 73,17
i0ic,male,83 73,17
i28t,male,83 73,16
i3cj,male,83 73,21.8
i4ql,male,83 73,17.7
i6oe,male,83 73,20.1
i7dw,male,83 73,22.3
i7za,male,83 73,15.3
i90i,male,83 73,14.4
i9tt,male,83 73,20.1
iars,male,83 73,23.4
ibfk,male,83 73,20
ic18,male,83 73,22.3
icnp,male,83 73,16.6
idcj,male,83 73,18.2
ie5v,male,83 73,19.3
ifn0,male,83 73,17.3
igo0,male,83 73,23.9
ihyn,male,83 73,19.9
iiso,male,83 73,16.1
ilje,male,83 73,20.9
imgp,male,83 73,20.1
imv0,male,83 73,22.3
inph,male,83 73,21
io84,male,83 73,16.1
ip4o,male,83 73,14.6
ipz6,male,83 73,23.7
ir55,male,83 73,21
iruv,male,83 73,24
isgj,male,83 73,21
iufg,male,83 73,16.8
iwc3,male,83 73,16.2
iz9m,male,83 73,17.1
j3ce,male,83 73,21.1
j3m5,male,83 73,15.2
j64k,male,83 73,22.5
j72t,male,83 73,25
j7qa,male,83 73,10.6
j88x,male,83 73,19.1
jagm,male,83 73,20.3
jd34,male,83 73,21.1
jdje,male,83 73,14.5
jfzb,male,83 73,17.2
ji4y,male,83 73,23.9
jj1h,male,83 73,16.1
jkv4,male,83 73,16.5
jmoe,male,83 73,18
jp47,male,83 73,19
jr5y,male,83 73,20
jrs3,male,83 73,24.7
jvcr,male,83 73,19.8
1b9,female,85 75,21.7
24t,female,85 75,19.8
2ny,female,85 75,21.1
40u,female,85 75,26.6
518,female,85 75,17
654,female,85 75,14.1
6mq,female,85 75,28.2
8w7,female,85 75,23.4
aab,female,85 75,22
aw2,female,85 75,26.7
cyw,female,85 75,17.6
dts,female,85 75,23
e4y,female,85 75,19.9
jpn,female,85 75,20.4
ozn,female,85 75,19.4
pz8,female,85 75,30.3
qbw,female,85 75,25.3
tmd,female,85 75,22.3
uq6,female,85 75,29.1
wb9,female,85 75,20
x4n,female,85 75,23.8
yhh,female,85 75,28
zk0,female,85 75,17.9
13q7,female,85 75,20.2
15wt,female,85 75,17.5
176w,female,85 75,30.2
18q0,female,85 75,25.8
1a71,female,85 75,25
1azp,female,85 75,26.6
1dj5,female,85 75,26.2
1eq6,female,85 75,25.9
1fr7,female,85 75,22.3
1hyg,female,85 75,23.4
1k35,female,85 75,24.2
1kmt,female,85 75,23.2
1mxd,female,85 75,25.6
1qh4,female,85 75,19.7
1sa8,female,85 75,22.7
1tmp,female,85 75,23.1
1uew,female,85 75,28.8
1xo2,female,85 75,20.5
1zkz,female,85 75,15.8
20ai,female,85 75,26.8
215y,female,85 75,25.1
21ua,female,85 75,22.8
2359,female,85 75,25.8
24gz,female,85 75,29.5
25bq,female,85 75,21.6
25yt,female,85 75,18.5
29lp,female,85 75,28.7
2ak3,female,85 75,26.7
2av5,female,85 75,26.3
2euy,female,85 75,17.2
2fqv,female,85 75,23.2
2hbe,female,85 75,28.8
2hlq,female,85 75,22.7
2iiy,female,85 75,26.2
2j9b,female,85 75,19
2kgi,female,85 75,21.4
2lnr,female,85 75,25
2mgp,female,85 75,20.5
2obz,female,85 75,33.2
2p4t,female,85 75,29.3
2pgj,female,85 75,24
2usy,female,85 75,28.5
2vsx,female,85 75,25.7
2ygz,female,85 75,27
30dd,female,85 75,23.4
33fz,female,85 75,16.7
344e,female,85 75,23.3
3595,female,85 75,24.6
35r1,female,85 75,23.2
36ph,female,85 75,30
39sb,female,85 75,23.2
3ahs,female,85 75,19.7
3b37,female,85 75,28.1
3bs4,female,85 75,28.3
3dli,female,85 75,22.2
3dzv,female,85 75,27.4
3h80,female,85 75,21.3
3ilh,female,85 75,27.6
3kbe,female,85 75,17.5
3l52,female,85 75,18.6
3n44,female,85 75,24.2
3oof,female,85 75,22
3oso,female,85 75,26.4
3r8d,female,85 75,19.1
3s9u,female,85 75,27.7
3sqt,female,85 75,29
3uxt,female,85 75,27.4
3wcc,female,85 75,22.2
3wjz,female,85 75,32.9
3yja,female,85 75,24.3
41ox,female,85 75,21.2
46sp,female,85 75,23.7
47d5,female,85 75,25.3
489q,female,85 75,26.7
4am6,female,85 75,21.8
4bbu,female,85 75,25.7
4d9w,female,85 75,23.7
4e6a,female,85 75,20.9
4ej0,female,85 75,22
4geb,female,85 75,26.7
4nrj,female,85 75,26.4
4os0,female,85 75,15.8
4phu,female,85 75,22.2
4px5,female,85 75,18.6
4qny,female,85 75,22.3
4tt9,female,85 75,24.7
4vmn,female,85 75,21.7
4w30,female,85 75,22.4
4ya6,female,85 75,25.2
4zhw,female,85 75,23.8
50za,female,85 75,25.6
54dh,female,85 75,28.4
56jz,female,85 75,21.8
57d7,female,85 75,29
5eyf,female,85 75,28.5
5fb0,female,85 75,27.3
5g28,female,85 75,17.7
5hb3,female,85 75,21.1
5hm6,female,85 75,25.3
5igz,female,85 75,26.4
5m81,female,85 75,27.7
5nnt,female,85 75,30.7
5o0j,female,85 75,22.5
5p4o,female,85 75,17
5pmt,female,85 75,23.3
5tj0,female,85 75,19.7
5u4z,female,85 75,20.1
5v6s,female,85 75,32
5y30,female,85 75,28
5zb0,female,85 75,25.4
6089,female,85 75,26
62vg,female,85 75,26.7
64jc,female,85 75,26.5
685o,female,85 75,28.6
68nq,female,85 75,28.5
6b7s,female,85 75,21.1
6bpt,female,85 75,25.8
6egr,female,85 75,15.9
6frn,female,85 75,20.4
6gn5,female,85 75,20.9
6hw5,female,85 75,26.6
6ixs,female,85 75,23.6
6jy8,female,85 75,28
6kep,female,85 75,26.8
6ljm,female,85 75,28.8
6nj6,female,85 75,29.8
6nz6,female,85 75,24.8
6ppx,female,85 75,23.2
6qfs,female,85 75,23.1
6rea,female,85 75,18.1
6rur,female,85 75,31.1
6usp,female,85 75,24
6vh2,female,85 75,25.4
6wi0,female,85 75,25.4
6xb0,female,85 75,25.3
719h,female,85 75,20.6
73p0,female,85 75,18
75xz,female,85 75,22.7
77el,female,85 75,26.1
7b2l,female,85 75,23.2
7bju,female,85 75,25.1
7ceq,female,85 75,16.3
7ek7,female,85 75,25
7gdl,female,85 75,31.4
7ibf,female,85 75,23.8
7j3t,female,85 75,20.6
7jni,female,85 75,25.8
7kgv,female,85 75,19.6
7l8e,female,85 75,21.2
7ndc,female,85 75,22.5
7nve,female,85 75,24
7pcw,female,85 75,31
7pya,female,85 75,23.4
7t5y,female,85 75,22.7
7zgm,female,85 75,24.3
8247,female,85 75,20
825g,female,85 75,7.5
86re,female,85 75,18.5
87nz,female,85 75,20.3
89pm,female,85 75,22.9
8a6c,female,85 75,21.3
8e8i,female,85 75,21.3
8f6e,female,85 75,24.8
8gyt,female,85 75,26.6
8i4c,female,85 75,22
8jl2,female,85 75,13
8kt7,female,85 75,16.9
8n4u,female,85 75,24.8
8opa,female,85 75,25.9
8qx1,female,85 75,22.7
8veg,female,85 75,24.7
8yfo,female,85 75,28.1
8yzt,female,85 75,26.7
91ee,female,85 75,24.9
92dn,female,85 75,20.6
93tj,female,85 75,20.6
950a,female,85 75,23.1
95jl,female,85 75,23.8
96i2,female,85 75,18.2
97i4,female,85 75,32.2
97ub,female,85 75,28.2
98li,female,85 75,28.6
9a2s,female,85 75,22.6
9ai0,female,85 75,20.6
9dqm,female,85 75,25.8
9gfj,female,85 75,23.2
9ngh,female,85 75,22.6
9obk,female,85 75,24.4
9q3t,female,85 75,22.1
9rsx,female,85 75,18.9
9vcc,female,85 75,20.4
9xyy,female,85 75,22
9yq0,female,85 75,25.4
a0zv,female,85 75,28.5
a1l5,female,85 75,16.8
a1wl,female,85 75,23
a35m,female,85 75,24.6
a41p,female,85 75,24.9
a4iu,female,85 75,25.5
a6pb,female,85 75,22.9
a8kf,female,85 75,22.2
aa55,female,85 75,20.9
adem,female,85 75,24.3
adle,female,85 75,25.7
aena,female,85 75,32
ahve,female,85 75,16.6
an6l,female,85 75,31.7
apph,female,85 75,24
aqga,female,85 75,26.3
as2g,female,85 75,16.5
asae,female,85 75,24.5
at5b,female,85 75,25.8
auw7,female,85 75,24.5
ay8r,female,85 75,30.1
b072,female,85 75,16.9
b27v,female,85 75,23.4
b36i,female,85 75,21.9
b49k,female,85 75,20.5
b5ro,female,85 75,20.8
b818,female,85 75,24.3
b8q1,female,85 75,26
b9ny,female,85 75,19.4
baby,female,85 75,24.7
bd9q,female,85 75,21.9
bdse,female,85 75,27.9
bf1y,female,85 75,26.1
bfmg,female,85 75,19.4
bjo9,female,85 75,29.5
bm1j,female,85 75,25.5
bmqw,female,85 75,21.9
bnwa,female,85 75,23.7
bpeh,female,85 75,28.4
brpk,female,85 75,18.3
bsms,female,85 75,24.2
bui4,female,85 75,25.3
bw1a,female,85 75,29.6
bwmb,female,85 75,24
bx87,female,85 75,22.8
c2z9,female,85 75,12.6
c3uk,female,85 75,21.1
c4kz,female,85 75,28
c4yx,female,85 75,17.5
c61e,female,85 75,24.6
c6va,female,85 75,23.9
c880,female,85 75,23.5
c9yv,female,85 75,20.2
cahd,female,85 75,18.5
cdb7,female,85 75,36.2
cfjz,female,85 75,25.6
cgc6,female,85 75,28.1
chz5,female,85 75,21.5
cj79,female,85 75,26
ck0w,female,85 75,26
cmlm,female,85 75,24.5
co0f,female,85 75,24.1
cp8o,female,85 75,18.9
cppv,female,85 75,24.1
cqf4,female,85 75,29
csqz,female,85 75,27.3
ctgk,female,85 75,20.5
cuaw,female,85 75,23.4
cvvs,female,85 75,24
cxgj,female,85 75,24.6
cy5z,female,85 75,22.6
czim,female,85 75,26.9
d0pe,female,85 75,26.1
d404,female,85 75,30
d5gf,female,85 75,19.1
d6jw,female,85 75,25
d7sv,female,85 75,24.5
d8ix,female,85 75,24
dadp,female,85 75,26.3
dcsx,female,85 75,15.7
dfiq,female,85 75,23.5
dgmp,female,85 75,22.6
dios,female,85 75,21
dk4o,female,85 75,29.1
dkob,female,85 75,22.6
dmpa,female,85 75,24.5
dpol,female,85 75,36.4
drkp,female,85 75,25.5
dt0j,female,85 75,25.1
du43,female,85 75,23.6
dwti,female,85 75,24
dydn,female,85 75,18.2
e0f1,female,85 75,20
e0pd,female,85 75,20.4
e1fb,female,85 75,16.8
e4a8,female,85 75,24.1
e52w,female,85 75,24.5
e5t2,female,85 75,29.3
e6np,female,85 75,23.8
e8f4,female,85 75,22
e9m2,female,85 75,26.2
ecw1,female,85 75,23.8
ef35,female,85 75,22.7
egfd,female,85 75,31.1
eh72,female,85 75,26.4
eiwq,female,85 75,27.3
ejc6,female,85 75,26.3
ek3z,female,85 75,22.3
el1t,female,85 75,30.9
enjm,female,85 75,26.1
ep74,female,85 75,22.8
eq4b,female,85 75,22.4
ereg,female,85 75,22.6
esug,female,85 75,23.3
euds,female,85 75,15.5
evdp,female,85 75,17.7
ew0j,female,85 75,14.7
eymq,female,85 75,26.6
f0vk,female,85 75,16.8
f3o7,female,85 75,23.7
f4hz,female,85 75,22.3
f5cw,female,85 75,15.6
f5nh,female,85 75,27.7
f72m,female,85 75,25.6
f81g,female,85 75,31.5
fata,female,85 75,27.7
fbzr,female,85 75,25.4
fg62,female,85 75,36.2
fhiw,female,85 75,20.9
fibh,female,85 75,32.6
fl4o,female,85 75,23.4
flu1,female,85 75,20
fmnx,female,85 75,20.1
fnv0,female,85 75,24.2
fold,female,85 75,13.5
fpbz,female,85 75,23
fr18,female,85 75,27.2
ft06,female,85 75,23.7
fvbe,female,85 75,20.5
fwio,female,85 75,22.8
fyds,female,85 75,27.2
fzot,female,85 75,17.9
g0wu,female,85 75,21
g1v3,female,85 75,23
g3ee,female,85 75,24.6
g4mo,female,85 75,22.6
g54o,female,85 75,23.2
g65m,female,85 75,25.8
g84n,female,85 75,23
g90q,female,85 75,25.4
gaf5,female,85 75,21
gbas,female,85 75,25.8
gc7a,female,85 75,22.8
gdrb,female,85 75,17.9
gi5g,female,85 75,29.2
gjwr,female,85 75,26.8
gnfi,female,85 75,24.4
gqv5,female,85 75,25.2
gss3,female,85 75,29.4
gt2j,female,85 75,17.4
gv8h,female,85 75,17.1
gva4,female,85 75,22.9
gx53,female,85 75,29.9
gxy4,female,85 75,27.3
gymf,female,85 75,24.4
gzzp,female,85 75,18.5
h2sq,female,85 75,29.3
h54i,female,85 75,22.5
h60i,female,85 75,23.5
h66i,female,85 75,20.7
h72t,female,85 75,26.9
haae,female,85 75,18.6
hba9,female,85 75,20.7
hcwy,female,85 75,21.6
hdxl,female,85 75,27.9
hg18,female,85 75,32.1
hg7j,female,85 75,25.1
hi1m,female,85 75,18.5
hjx1,female,85 75,20.3
hkhx,female,85 75,20.1
hl15,female,85 75,27.1
homr,female,85 75,18.9
hq5j,female,85 75,24.3
hw3z,female,85 75,32.3
i15c,female,85 75,24.2
i2yy,female,85 75,23.2
i4wh,female,85 75,27.2
i5s9,female,85 75,27.8
if19,female,85 75,31.1
ih9x,female,85 75,28.2
ijnv,female,85 75,24.7
ikcz,female,85 75,24.1
isrq,female,85 75,28.3
itne,female,85 75,19.8
ivks,female,85 75,21.5
iwlg,female,85 75,20.2
ixc4,female,85 75,23.7
iyct,female,85 75,26
j0dg,female,85 75,22.1
j0o8,female,85 75,28
j1b8,female,85 75,27.3
j2b1,female,85 75,25
j4e9,female,85 75,23.3
j5mr,female,85 75,21.8
j9lj,female,85 75,24.4
ja17,female,85 75,22.2
jbg1,female,85 75,26.2
jcr3,female,85 75,24.5
jezf,female,85 75,27.3
jfa6,female,85 75,23.3
jgpk,female,85 75,28.1
jiud,female,85 75,25.4
jjv2,female,85 75,25.9
jltu,female,85 75,26.7
jmyj,female,85 75,23.2
jnqb,female,85 75,26.9
jocv,female,85 75,23.2
jqg8,female,85 75,21.2
jsom,female,85 75,18.2
jtgx,female,85 75,21.7
ju16,female,85 75,23.6
junl,female,85 75,22.6
1b9,female,55 65,24.8
24t,female,55 65,24.8
2ny,female,55 65,22.1
40u,female,55 65,23.7
518,female,55 65,25.4
654,female,55 65,26.9
6mq,female,55 65,31.2
8w7,female,55 65,30.1
aab,female,55 65,25.5
aw2,female,55 65,18.5
cyw,female,55 65,29.6
dts,female,55 65,26.2
e4y,female,55 65,31.4
jpn,female,55 65,21.7
ozn,female,55 65,30.5
pz8,female,55 65,15
qbw,female,55 65,29.7
tmd,female,55 65,31.7
uq6,female,55 65,29.9
wb9,female,55 65,21.2
x4n,female,55 65,19.3
yhh,female,55 65,26.8
zk0,female,55 65,22.2
13q7,female,55 65,18.1
15wt,female,55 65,20.7
176w,female,55 65,25.1
18q0,female,55 65,18.5
1a71,female,55 65,21.6
1azp,female,55 65,23.8
1dj5,female,55 65,28.3
1eq6,female,55 65,20.3
1fr7,female,55 65,24.8
1hyg,female,55 65,35.6
1k35,female,55 65,23.4
1kmt,female,55 65,25.8
1mxd,female,55 65,27.1
1qh4,female,55 65,30.9
1sa8,female,55 65,20.2
1tmp,female,55 65,28.9
1uew,female,55 65,31.5
1xo2,female,55 65,29.7
1zkz,female,55 65,27.7
20ai,female,55 65,30.1
215y,female,55 65,24.3
21ua,female,55 65,22.2
2359,female,55 65,34.3
24gz,female,55 65,31.8
25bq,female,55 65,29.2
25yt,female,55 65,24.4
29lp,female,55 65,24.6
2ak3,female,55 65,24.2
2av5,female,55 65,24.7
2euy,female,55 65,27
2fqv,female,55 65,20.8
2hbe,female,55 65,31.7
2hlq,female,55 65,33
2iiy,female,55 65,28.2
2j9b,female,55 65,21.9
2kgi,female,55 65,23.7
2lnr,female,55 65,25.7
2mgp,female,55 65,33.3
2obz,female,55 65,30.2
2p4t,female,55 65,24.9
2pgj,female,55 65,21.5
2usy,female,55 65,27.5
2vsx,female,55 65,25.8
2ygz,female,55 65,25.1
30dd,female,55 65,18.7
33fz,female,55 65,26.5
344e,female,55 65,23.9
3595,female,55 65,20.5
35r1,female,55 65,23.9
36ph,female,55 65,16.1
39sb,female,55 65,27.6
3ahs,female,55 65,20.4
3b37,female,55 65,32.1
3bs4,female,55 65,31.7
3dli,female,55 65,24.8
3dzv,female,55 65,31
3h80,female,55 65,29.8
3ilh,female,55 65,23
3kbe,female,55 65,29.8
3l52,female,55 65,23.8
3n44,female,55 65,29
3oof,female,55 65,28.5
3oso,female,55 65,20.6
3r8d,female,55 65,17.6
3s9u,female,55 65,26.5
3sqt,female,55 65,21.5
3uxt,female,55 65,32
3wcc,female,55 65,26.4
3wjz,female,55 65,24.8
3yja,female,55 65,33.3
41ox,female,55 65,24.1
46sp,female,55 65,29.5
47d5,female,55 65,27.2
489q,female,55 65,30.3
